SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Submission of Media Release and Investor Presentation on Unaudited Financial Results (Standalone and Consolidated) for the quarter and nine months ended 31st December 2023.'.,01-Feb-2024 14:14:37,2024-02-01 14:14:37,01-Feb-2024 14:14:43,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_01022024141437_SubmissionofMediaReleaseBM01022024.pdf,01-02-2024,3156.89990234375,3236.949951171875,3083.050048828125,3153.5,3153.5,4686595,0.0,0.0,08-02-2024,0
ADANIENT,Adani Enterprises Limited,Financial Result Updates,"Adani Enterprises Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.",01-Feb-2024 14:09:11,2024-02-01 14:09:11,01-Feb-2024 14:09:15,00:00:04,https://nsearchives.nseindia.com/corporate/OutcomeBM01022024_01022024140911.pdf,01-02-2024,3156.89990234375,3236.949951171875,3083.050048828125,3153.5,3153.5,4686595,0.0,0.0,08-02-2024,0
ADANIENT,Adani Enterprises Limited,Outcome of Board Meeting,"Adani Enterprises Limited has informed the Exchange regarding  Board meeting held on February 01, 2024.",01-Feb-2024 14:07:45,2024-02-01 14:07:45,01-Feb-2024 14:07:54,00:00:09,https://nsearchives.nseindia.com/corporate/ADANIENT_01022024140745_OutcomeBM01022024.pdf,01-02-2024,3156.89990234375,3236.949951171875,3083.050048828125,3153.5,3153.5,4686595,0.0,0.0,08-02-2024,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Board ofIndia (listing Obligations and Disclosure Requirements) Regulations, 2015. '.",31-Jan-2024 08:39:56,2024-01-31 08:39:56,31-Jan-2024 08:40:01,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_31012024083956_AELACXACQ.pdf,31-01-2024,3092.75,3151.699951171875,3072.39990234375,3142.0,3142.0,2671051,0.0,0.0,07-02-2024,0
ADANIENT,Adani Enterprises Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Adani Enterprises Limited has informed the Exchange about Schedule of meet,30-Jan-2024 15:57:16,2024-01-30 15:57:16,30-Jan-2024 15:57:21,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_30012024155716_AELHNIMeet02022024.pdf,30-01-2024,3081.0,3129.89990234375,3020.89990234375,3091.10009765625,3091.10009765625,3115506,0.0,0.0,06-02-2024,0
ADANIENT,Adani Enterprises Limited,News Verification,"The Exchange has sought clarification from Adani Enterprises Limited with respect to recent news item captioned Adani Enterprises, Adani Ports, other group stocks rally up to 6%.  The response from the Company is attached.",30-Jan-2024 10:03:57,2024-01-30 10:03:57,30-Jan-2024 10:04:01,00:00:04,https://nsearchives.nseindia.com/corporate/ADANIENT_30012024100357_ClarificationAEL29012024.pdf,30-01-2024,3081.0,3129.89990234375,3020.89990234375,3091.10009765625,3091.10009765625,3115506,0.0,0.0,06-02-2024,0
ADANIENT,Adani Enterprises Limited,News Verification,"The Exchange has sought clarification from Adani Enterprises Limited with respect to recent news item captioned Adani Enterprises, Adani Ports, other group stocks rally up to 6%.  The response from the Company is awaited.",29-Jan-2024 13:33:03,2024-01-29 13:33:03,29-Jan-2024 13:33:09,00:00:06,-,29-01-2024,2929.0,3092.699951171875,2923.050048828125,3064.64990234375,3064.64990234375,4402976,0.0,0.0,05-02-2024,0
ADANIENT,Adani Enterprises Limited,Acquisition-XBRL,Adani Enterprises Limited has informed the Exchange regarding Acquisition,25-Jan-2024 19:43:27,2024-01-25 19:43:27,25-Jan-2024 19:43:34,00:00:07,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_25012024194327_REG30_Restructuring_1036661_25012024074326_WEB.xml,25-01-2024,2903.449951171875,2926.35009765625,2804.39990234375,2893.60009765625,2893.60009765625,2601969,0.0,0.0,02-02-2024,1
ADANIENT,Adani Enterprises Limited,Acquisition-XBRL,Adani Enterprises Limited has informed the Exchange regarding Acquisition,25-Jan-2024 19:43:06,2024-01-25 19:43:06,25-Jan-2024 19:43:12,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_25012024194307_REG30_Restructuring_1036660_25012024074306_WEB.xml,25-01-2024,2903.449951171875,2926.35009765625,2804.39990234375,2893.60009765625,2893.60009765625,2601969,0.0,0.0,02-02-2024,1
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Intimation for execution of Memorandum of Understanding ( MOU ) byAdaniConnex Private Limited, Joint Venture of the Company'.",25-Jan-2024 19:36:37,2024-01-25 19:36:37,25-Jan-2024 19:36:42,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_25012024193637_AELACXACQ.pdf,25-01-2024,2903.449951171875,2926.35009765625,2804.39990234375,2893.60009765625,2893.60009765625,2601969,0.0,0.0,02-02-2024,1
ADANIENT,Adani Enterprises Limited,Board Meeting Intimation,ADANI ENTERPRISES LIMITED has informed the Exchange about Board Meeting to be held on 01-Feb-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2023 .,24-Jan-2024 19:01:09,2024-01-24 19:01:09,24-Jan-2024 19:01:15,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_24012024190109_PRIOR_INTIMATION_17146_1035295_24012024070109_WEB.xml,24-01-2024,2901.0,2929.10009765625,2871.25,2903.449951171875,2903.449951171875,5807940,0.0,0.0,01-02-2024,1
ADANIENT,Adani Enterprises Limited,Acquisition-XBRL,Adani Enterprises Limited has informed the Exchange regarding Acquisition,17-Jan-2024 15:43:14,2024-01-17 15:43:14,17-Jan-2024 15:43:20,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_17012024154315_REG30_Restructuring_1024752_17012024034314_WEB.xml,17-01-2024,3033.0,3045.0,2946.300048828125,2971.050048828125,2971.050048828125,2897218,0.0,0.0,25-01-2024,0
ADANIENT,Adani Enterprises Limited,Acquisition,Adani Enterprises Limited has informed the Exchange about Acquisition,17-Jan-2024 08:21:03,2024-01-17 08:21:03,17-Jan-2024 08:21:11,00:00:08,https://nsearchives.nseindia.com/corporate/ADANIENT_17012024082103_IANSRIINTIMATION.pdf,17-01-2024,3033.0,3045.0,2946.300048828125,2971.050048828125,2971.050048828125,2897218,0.0,0.0,25-01-2024,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations )   Receipt of Award'.",12-Jan-2024 18:42:54,2024-01-12 18:42:54,12-Jan-2024 18:43:01,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_12012024184254_DisclosureReg3012012024.pdf,12-01-2024,3096.35009765625,3125.0,3068.199951171875,3104.10009765625,3104.10009765625,1795933,0.0,0.0,19-01-2024,-1
ADANIENT,Adani Enterprises Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Adani Enterprises Limited has informed the Exchange about Schedule of meet,10-Jan-2024 19:58:15,2024-01-10 19:58:15,10-Jan-2024 19:58:22,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_10012024195815_AELICALL10012024.pdf,10-01-2024,3024.0,3112.0,3020.050048828125,3098.199951171875,3098.199951171875,3590297,0.0,0.0,17-01-2024,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended                                      31st December, 2023'.",10-Jan-2024 15:21:22,2024-01-10 15:21:22,10-Jan-2024 15:21:28,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_10012024152122_AEL74531122023.pdf,10-01-2024,3024.0,3112.0,3020.050048828125,3098.199951171875,3098.199951171875,3590297,0.0,0.0,17-01-2024,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015.'.",08-Jan-2024 15:43:12,2024-01-08 15:43:12,08-Jan-2024 15:43:17,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_08012024154312_AELMIAL.pdf,08-01-2024,3020.0,3027.0,2952.949951171875,2963.5,2963.5,1849061,0.0,0.0,15-01-2024,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015.'.",05-Jan-2024 19:49:41,2024-01-05 19:49:41,05-Jan-2024 19:49:47,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_05012024194941_AELGSTORDER.pdf,05-01-2024,3009.949951171875,3066.89990234375,2981.10009765625,3006.60009765625,3006.60009765625,3219949,0.0,0.0,12-01-2024,0
ADANIENT,Adani Enterprises Limited,Trading Window-XBRL,Adani Enterprises Limited has informed the Exchange about Closure of Trading Window,29-Dec-2023 12:59:09,2023-12-29 12:59:09,29-Dec-2023 12:59:15,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_29122023125909_CLOSURE_TRADING_WINDOW_1004267_29122023125908_WEB.xml,29-12-2023,2823.89990234375,2863.300048828125,2802.85009765625,2848.949951171875,2848.949951171875,1507086,0.0,0.0,05-01-2024,1
ADANIENT,Adani Enterprises Limited,Trading Window-XBRL,Adani Enterprises Limited has informed the Exchange about Closure of Trading Window,29-Dec-2023 12:55:16,2023-12-29 12:55:16,29-Dec-2023 12:55:20,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_29122023125516_CLOSURE_TRADING_WINDOW_1004259_29122023125515_WEB.xml,29-12-2023,2823.89990234375,2863.300048828125,2802.85009765625,2848.949951171875,2848.949951171875,1507086,0.0,0.0,05-01-2024,1
ADANIENT,Adani Enterprises Limited,"Agreements,Contracts,Arrangements,MOU-XBRL",Adani Enterprises Limited has informed the Exchange regarding Term Sheet,29-Dec-2023 12:37:47,2023-12-29 12:37:47,29-Dec-2023 12:38:16,00:00:29,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_29122023123747_ANN_AGREEMENT_1004220_29122023123746_WEB.xml,29-12-2023,2823.89990234375,2863.300048828125,2802.85009765625,2848.949951171875,2848.949951171875,1507086,0.0,0.0,05-01-2024,1
ADANIENT,Adani Enterprises Limited,Memorandum of Understanding/Agreements,Adani Enterprises Limited has informed the Exchange about Memorandum of Understanding/Agreements,28-Dec-2023 13:02:01,2023-12-28 13:02:01,28-Dec-2023 13:02:06,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_28122023130201_AELIHCACQ.pdf,28-12-2023,2855.0,2867.35009765625,2800.10009765625,2809.89990234375,2809.89990234375,4102912,0.0,0.0,04-01-2024,1
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Intimation of Meeting with Investors  / Analysts'.,18-Dec-2023 23:02:07,2023-12-18 23:02:07,18-Dec-2023 23:02:12,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_18122023230207_AELICALL2212.pdf,18-12-2023,2993.949951171875,3027.75,2961.10009765625,2980.60009765625,2980.60009765625,2315922,0.0,0.0,26-12-2023,0
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Intimation for (i) Acquisition of 50.50% stake in IANS India Private Limited and (ii) Execution of Shareholders' Agreement'.,15-Dec-2023 23:37:33,2023-12-15 23:37:33,15-Dec-2023 23:37:39,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_15122023233733_AELINAS.pdf,15-12-2023,2912.050048828125,3000.0,2893.89990234375,2991.800048828125,2991.800048828125,4921484,0.0,0.0,22-12-2023,-1
ADANIENT,Adani Enterprises Limited,Sale or disposal-XBRL,Adani Enterprises Limited has informed the Exchange regarding Sale or disposal of unit(s)/division(s)/subsidiary,14-Dec-2023 19:29:04,2023-12-14 19:29:04,14-Dec-2023 19:29:16,00:00:12,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_14122023192904_REG30_Restructuring_997162_14122023072904_WEB.xml,14-12-2023,2900.949951171875,2932.949951171875,2887.0,2894.050048828125,2894.050048828125,3224681,0.0,0.0,21-12-2023,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Intimation for dilution of stake in Atharva Advanced Systems and TechnologiesLimited, a step down wholly owned subsidiary of the Company.'.",14-Dec-2023 19:28:16,2023-12-14 19:28:16,14-Dec-2023 19:28:21,00:00:05,https://nsearchives.nseindia.com/corporate/ADANIENT_14122023192816_AELATHARVAINTIMATION.pdf,14-12-2023,2900.949951171875,2932.949951171875,2887.0,2894.050048828125,2894.050048828125,3224681,0.0,0.0,21-12-2023,0
ADANIENT,Adani Enterprises Limited,Acquisition,Adani Enterprises Limited has informed the Exchange about Acquisition,08-Dec-2023 22:22:11,2023-12-08 22:22:11,08-Dec-2023 22:22:18,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_08122023222212_SEQBML.pdf,08-12-2023,2902.699951171875,2927.0,2760.0,2822.14990234375,2822.14990234375,6959428,0.0,0.0,15-12-2023,1
ADANIENT,Adani Enterprises Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,ADANI ENTERPRISES LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,30-Nov-2023 19:04:14,2023-11-30 19:04:14,30-Nov-2023 19:04:19,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_30112023190414_CIM_14884_992757_30112023070413_WEB.xml,30-11-2023,2400.050048828125,2409.0,2343.050048828125,2358.550048828125,2358.550048828125,2983879,0.0,0.0,07-12-2023,1
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Board ofIndia (Listing Obligation and Disclosure Requirements) Regulations, 2015( SEBI Listing Regulations )'.",22-Nov-2023 17:46:56,2023-11-22 17:46:56,22-Nov-2023 17:47:04,00:00:08,https://nsearchives.nseindia.com/corporate/ADANIENT_22112023174656_AEL171A.pdf,22-11-2023,2205.14990234375,2225.0,2153.5,2172.64990234375,2172.64990234375,1247205,0.0,0.0,30-11-2023,1
ADANIENT,Adani Enterprises Limited,"Agreements,Contracts,Arrangements,MOU-XBRL",Adani Enterprises Limited has informed the Exchange regarding Shareholder agreements,22-Nov-2023 17:45:21,2023-11-22 17:45:21,22-Nov-2023 17:45:36,00:00:15,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_22112023174521_ANN_AGREEMENT_990779_22112023054520_WEB.xml,22-11-2023,2205.14990234375,2225.0,2153.5,2172.64990234375,2172.64990234375,1247205,0.0,0.0,30-11-2023,1
ADANIENT,Adani Enterprises Limited,Memorandum of Understanding/Agreements,Adani Enterprises Limited has informed the Exchange about Memorandum of Understanding/Agreements,21-Nov-2023 19:26:25,2023-11-21 19:26:25,21-Nov-2023 19:26:32,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_21112023192625_ElbitJV.pdf,21-11-2023,2160.0,2232.550048828125,2158.35009765625,2196.64990234375,2196.64990234375,1839502,0.0,0.0,29-11-2023,1
ADANIENT,Adani Enterprises Limited,Incorporation-XBRL,Adani Enterprises Limited has informed the Exchange regarding Incorporation,21-Nov-2023 13:26:14,2023-11-21 13:26:14,21-Nov-2023 13:26:25,00:00:11,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_21112023132614_REG30_Restructuring_990261_21112023012614_WEB.xml,21-11-2023,2160.0,2232.550048828125,2158.35009765625,2196.64990234375,2196.64990234375,1839502,0.0,0.0,29-11-2023,1
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Intimation for incorporation of MTRPL Macau Limited'.,20-Nov-2023 19:59:37,2023-11-20 19:59:37,20-Nov-2023 19:59:43,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_20112023195937_MacauIntimation.pdf,20-11-2023,2211.0,2218.5,2142.0,2149.85009765625,2149.85009765625,1577213,0.0,0.0,28-11-2023,1
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Transcript of Earnings call pertaining to the Unaudited Financial Resultsof the Company for the quarter and half year ended 30th September2023.'.,08-Nov-2023 19:11:32,2023-11-08 19:11:32,08-Nov-2023 19:11:36,00:00:04,https://nsearchives.nseindia.com/corporate/ADANIENT_08112023191132_AELtranscriptcall.pdf,08-11-2023,2245.300048828125,2298.0,2235.0,2259.949951171875,2259.949951171875,1169180,0.0,0.0,16-11-2023,0
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Submission of Audio Recording of Analysts/Investors  Call and Presentation pertaining to the Unaudited Financial Results of the Company for Q2 FY 24'.,02-Nov-2023 22:33:10,2023-11-02 22:33:10,02-Nov-2023 22:33:17,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_02112023223310_PPTANDRECORD.pdf,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Submission of Media Release and Investor Presentation on UnauditedFinancial Results (Standalone and Consolidated) for the quarter and halfyear ended 30th September 2023.'.,02-Nov-2023 18:34:43,2023-11-02 18:34:43,02-Nov-2023 18:34:55,00:00:12,https://nsearchives.nseindia.com/corporate/ADANIENT_02112023183444_MRANDPPT.pdf,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,Financial Result Updates,"Adani Enterprises Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",02-Nov-2023 18:31:20,2023-11-02 18:31:20,02-Nov-2023 18:31:26,00:00:06,https://nsearchives.nseindia.com/corporate/Outcome_02112023183120.pdf,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,"Agreements,Contracts,Arrangements,MOU-XBRL",Adani Enterprises Limited has informed the Exchange regarding Share Purchase Agreement,02-Nov-2023 18:29:10,2023-11-02 18:29:10,02-Nov-2023 18:29:19,00:00:09,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_02112023182910_ANN_AGREEMENT_974911_02112023062910_WEB.xml,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,Press Release,"Adani Enterprises Limited has informed the Exchange regarding a press release dated November 02, 2023, titled ""Media Release and Investor Presentation on UnauditedFinancial Results (Standalone and Consolidated) for the quarter and halfyear ended 30th September 2023. "".",02-Nov-2023 15:22:06,2023-11-02 15:22:06,02-Nov-2023 15:22:19,00:00:13,https://nsearchives.nseindia.com/corporate/ADANIENT_02112023152206_MRANDPPT.pdf,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,Outcome of Board Meeting,"Adani Enterprises Limited has informed the Exchange regarding  Board meeting held on November 02, 2023.",02-Nov-2023 15:19:25,2023-11-02 15:19:25,02-Nov-2023 15:19:31,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_02112023151925_Outcome.pdf,02-11-2023,2247.0,2297.949951171875,2204.199951171875,2215.300048828125,2215.300048828125,2340997,0.0,0.0,09-11-2023,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Sir,Sub: Intimation for execution of Share Purchase Agreement in relation to acquisitionof remaining 51% stake in Quintillion Business Media Limited ( QBML )'.",01-Nov-2023 20:05:19,2023-11-01 20:05:19,01-Nov-2023 20:05:27,00:00:08,https://nsearchives.nseindia.com/corporate/ADANIENT_01112023200519_SPAQBML.pdf,01-11-2023,2299.0,2312.25,2207.0,2217.300048828125,2217.300048828125,1666579,0.0,0.0,08-11-2023,0
ADANIENT,Adani Enterprises Limited,Board Meeting Intimation,ADANI ENTERPRISES LIMITED has informed the Exchange about Board Meeting to be held on 02-Nov-2023 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2023 .,25-Oct-2023 19:43:01,2023-10-25 19:43:01,25-Oct-2023 19:43:16,00:00:15,https://nsearchives.nseindia.com/corporate/xbrl/ADANIENT_25102023194301_PRIOR_INTIMATION_12428_967381_25102023074300_WEB.xml,25-10-2023,2320.0,2348.050048828125,2235.300048828125,2257.0,2257.0,1540819,0.0,0.0,01-11-2023,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Media Statement in the interest of all ourstakeholders, including shareholders.'.",16-Oct-2023 17:08:03,2023-10-16 17:08:03,16-Oct-2023 17:08:10,00:00:07,https://nsearchives.nseindia.com/corporate/ADANIENT_16102023170803_MS1610.pdf,16-10-2023,2454.550048828125,2464.699951171875,2421.85009765625,2429.35009765625,2429.35009765625,803856,0.0,0.0,23-10-2023,0
ADANIENT,Adani Enterprises Limited,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations )'.",13-Oct-2023 19:52:48,2023-10-13 19:52:48,13-Oct-2023 19:52:54,00:00:06,https://nsearchives.nseindia.com/corporate/ADANIENT_13102023195248_MIALandNMIAL.pdf,13-10-2023,2488.89990234375,2495.0,2422.35009765625,2454.550048828125,2454.550048828125,2278682,0.0,0.0,20-10-2023,0
